customer_id,gender,senior_citizen,is_senior,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,charge_group,total_charges,churn,churn_flag,monthly_revenue_at_risk,annual_revenue_at_risk
2988-PLAHS,Female,0,Non-Senior,No,No,3,0-6 Months,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,Medium Charge,220.45,No,0,0.0,0.0
1371-OJCEK,Female,0,Non-Senior,No,No,48,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,Low Charge,1133.7,No,0,0.0,0.0
4999-IEZLT,Male,0,Non-Senior,No,No,66,49+ Months,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,Low Charge,1983.15,No,0,0.0,0.0
8883-ANODQ,Female,0,Non-Senior,Yes,Yes,68,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,High Charge,5746.75,No,0,0.0,0.0
4690-LLKUA,Male,1,Senior,No,No,17,13-24 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,Medium Charge,770.6,Yes,1,45.05,540.5999999999999
2351-RRBUE,Female,0,Non-Senior,Yes,Yes,7,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,Low Charge,134.05,No,0,0.0,0.0
5980-BDHPY,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,High Charge,6230.1,No,0,0.0,0.0
1498-DQNRX,Female,0,Non-Senior,Yes,No,29,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,Low Charge,573.05,No,0,0.0,0.0
9469-WEJBT,Male,0,Non-Senior,Yes,No,37,25-48 Months,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,High Charge,3419.3,No,0,0.0,0.0
3331-HQDTW,Female,0,Non-Senior,No,No,34,25-48 Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,High Charge,3587.25,Yes,1,109.8,1317.6
9490-DFPMD,Female,1,Senior,No,No,42,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,High Charge,3541.35,Yes,1,84.65,1015.8000000000001
2581-VKIRT,Female,0,Non-Senior,Yes,Yes,59,49+ Months,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,Medium Charge,3801.3,No,0,0.0,0.0
5442-XSDCW,Male,0,Non-Senior,Yes,Yes,11,7-12 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,High Charge,868.5,Yes,1,79.5,954.0
7426-WEIJX,Male,1,Senior,Yes,Yes,60,49+ Months,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,High Charge,4859.1,No,0,0.0,0.0
2851-MMUTZ,Female,0,Non-Senior,No,No,27,25-48 Months,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,Medium Charge,1439.35,No,0,0.0,0.0
3049-NDXFL,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,High Charge,85.8,Yes,1,85.8,1029.6
8580-AECUZ,Male,1,Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,High Charge,79.1,Yes,1,79.1,949.1999999999999
3307-TLCUD,Male,0,Non-Senior,Yes,No,17,13-24 Months,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,Low Charge,592.75,No,0,0.0,0.0
6625-FLENO,Male,0,Non-Senior,Yes,No,58,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,Low Charge,1185.95,No,0,0.0,0.0
2967-MXRAV,Male,0,Non-Senior,Yes,Yes,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,Low Charge,18.8,No,0,0.0,0.0
7963-GQRMY,Female,0,Non-Senior,Yes,Yes,3,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,Medium Charge,134.5,Yes,1,44.3,531.5999999999999
8189-HBVRW,Female,0,Non-Senior,No,No,53,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,High Charge,4921.2,No,0,0.0,0.0
4163-KIUHY,Male,0,Non-Senior,No,No,35,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,Low Charge,901.25,No,0,0.0,0.0
1228-FZFRV,Male,0,Non-Senior,Yes,Yes,50,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.95,High Charge,5341.8,Yes,1,105.95,1271.4
3500-NSDOA,Male,0,Non-Senior,Yes,Yes,68,49+ Months,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,High Charge,4859.95,No,0,0.0,0.0
1171-TYKUR,Male,0,Non-Senior,Yes,No,47,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,Low Charge,1139.2,No,0,0.0,0.0
3761-FLYZI,Female,1,Senior,Yes,No,65,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,High Charge,7082.45,No,0,0.0,0.0
2058-DCJBE,Male,0,Non-Senior,No,No,5,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,Medium Charge,324.6,Yes,1,69.75,837.0
5364-XYIRR,Male,0,Non-Senior,Yes,No,51,49+ Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,High Charge,4812.75,Yes,1,94.65,1135.8000000000002
4829-AUOAX,Female,0,Non-Senior,No,No,46,25-48 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.05,High Charge,4399.5,Yes,1,96.05,1152.6
1219-NNDDO,Female,0,Non-Senior,No,No,9,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,High Charge,663.55,No,0,0.0,0.0
8388-DMKAE,Female,0,Non-Senior,No,No,8,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,Low Charge,174.65,No,0,0.0,0.0
4403-BWPAY,Male,0,Non-Senior,No,No,14,13-24 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,Low Charge,321.7,No,0,0.0,0.0
9659-QEQSY,Female,0,Non-Senior,No,No,45,25-48 Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,High Charge,5125.5,No,0,0.0,0.0
5405-ZMYXQ,Female,0,Non-Senior,No,No,8,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,High Charge,548.9,No,0,0.0,0.0
5047-LHVLY,Male,1,Senior,No,Yes,1,0-6 Months,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,Medium Charge,50.15,Yes,1,50.15,601.8
1442-OKRJE,Male,0,Non-Senior,Yes,Yes,66,49+ Months,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,High Charge,7031.3,No,0,0.0,0.0
4737-AQCPU,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,High Charge,5016.65,No,0,0.0,0.0
9158-VCTQB,Female,0,Non-Senior,Yes,No,41,25-48 Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.6,High Charge,4594.95,Yes,1,113.6,1363.1999999999998
2808-CHTDM,Female,0,Non-Senior,Yes,Yes,23,13-24 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,Low Charge,611.45,No,0,0.0,0.0
6311-UEUME,Female,0,Non-Senior,No,No,29,25-48 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,High Charge,2384.15,Yes,1,78.9,946.8000000000001
0793-TWELN,Female,0,Non-Senior,No,No,4,0-6 Months,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,High Charge,319.85,No,0,0.0,0.0
3283-WCWXT,Male,0,Non-Senior,Yes,Yes,6,0-6 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,Low Charge,153.3,No,0,0.0,0.0
1060-ENTOF,Female,1,Senior,Yes,No,67,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,High Charge,7035.6,No,0,0.0,0.0
0999-QXNSA,Male,1,Senior,No,Yes,7,7-12 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,Medium Charge,344.2,No,0,0.0,0.0
5451-MHQOF,Male,0,Non-Senior,Yes,Yes,56,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,Low Charge,1431.65,No,0,0.0,0.0
4836-WNFNO,Female,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,Low Charge,1849.2,No,0,0.0,0.0
9225-BZLNZ,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,High Charge,6083.1,No,0,0.0,0.0
0354-VXMJC,Male,0,Non-Senior,Yes,Yes,23,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,Low Charge,426.65,No,0,0.0,0.0
4422-QVIJA,Female,0,Non-Senior,No,Yes,35,25-48 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,Medium Charge,1655.35,No,0,0.0,0.0
9365-SRSZE,Male,1,Senior,Yes,No,27,25-48 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,High Charge,1943.9,No,0,0.0,0.0
6839-ITVZJ,Female,0,Non-Senior,Yes,Yes,26,25-48 Months,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.05,Medium Charge,1616.15,Yes,1,60.05,720.5999999999999
8332-OSJDW,Male,0,Non-Senior,Yes,Yes,12,7-12 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,Low Charge,314.95,No,0,0.0,0.0
4735-BJKOU,Female,0,Non-Senior,No,No,40,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,Low Charge,804.85,No,0,0.0,0.0
0274-JKUJR,Male,0,Non-Senior,Yes,Yes,7,7-12 Months,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,Medium Charge,465.7,No,0,0.0,0.0
5740-YHGTW,Male,0,Non-Senior,Yes,Yes,70,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,High Charge,6669.05,No,0,0.0,0.0
8917-SZTTJ,Male,0,Non-Senior,Yes,Yes,60,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,Low Charge,1161.75,No,0,0.0,0.0
1696-MZVAU,Male,0,Non-Senior,Yes,Yes,39,25-48 Months,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,Low Charge,947.75,No,0,0.0,0.0
7359-WWYJV,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,High Charge,8375.05,No,0,0.0,0.0
0375-HVGXO,Female,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,Low Charge,34.7,Yes,1,34.7,416.40000000000003
4906-ZHGPK,Male,0,Non-Senior,Yes,Yes,54,49+ Months,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,High Charge,3770.0,No,0,0.0,0.0
8593-WHYHV,Male,0,Non-Senior,No,No,3,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,High Charge,264.8,Yes,1,85.3,1023.5999999999999
3795-GWTRD,Female,0,Non-Senior,Yes,Yes,63,49+ Months,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,High Charge,4707.85,No,0,0.0,0.0
1298-PHBTI,Male,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,High Charge,6152.4,No,0,0.0,0.0
6223-DHJGV,Female,0,Non-Senior,No,No,42,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,Low Charge,958.1,No,0,0.0,0.0
6961-MJKBO,Male,0,Non-Senior,No,No,47,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,Low Charge,943.0,No,0,0.0,0.0
6097-EQISJ,Female,0,Non-Senior,Yes,Yes,66,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.45,High Charge,6615.15,Yes,1,102.45,1229.4
4423-YLHDV,Female,0,Non-Senior,Yes,No,21,13-24 Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4,High Charge,2200.25,Yes,1,104.4,1252.8000000000002
8158-WPEZG,Male,0,Non-Senior,No,No,11,7-12 Months,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,Medium Charge,425.1,No,0,0.0,0.0
0107-YHINA,Male,0,Non-Senior,No,Yes,1,0-6 Months,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,High Charge,99.75,Yes,1,99.75,1197.0
4918-FYJNT,Female,1,Senior,Yes,No,55,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,High Charge,5044.8,No,0,0.0,0.0
0727-BNRLG,Male,0,Non-Senior,No,No,69,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,High Charge,6743.55,No,0,0.0,0.0
4854-CIDCF,Female,1,Senior,No,No,3,0-6 Months,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,High Charge,196.4,No,0,0.0,0.0
8640-SDGKB,Male,0,Non-Senior,No,No,4,0-6 Months,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.4,High Charge,299.7,Yes,1,74.4,892.8000000000001
3280-MRDOF,Male,1,Senior,No,No,30,25-48 Months,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,Medium Charge,2093.9,No,0,0.0,0.0
6435-SRWBJ,Female,0,Non-Senior,No,No,5,0-6 Months,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,High Charge,417.75,No,0,0.0,0.0
9964-WBQDJ,Female,0,Non-Senior,Yes,No,71,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,Low Charge,1725.4,No,0,0.0,0.0
6303-KFWSL,Female,0,Non-Senior,No,No,29,25-48 Months,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,Medium Charge,1620.2,No,0,0.0,0.0
1702-CCFNJ,Male,0,Non-Senior,Yes,No,52,49+ Months,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,Medium Charge,3169.55,No,0,0.0,0.0
8932-CZHRQ,Male,0,Non-Senior,No,No,68,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,High Charge,5233.25,No,0,0.0,0.0
0386-CWRGM,Female,0,Non-Senior,Yes,Yes,46,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,Low Charge,967.85,No,0,0.0,0.0
5515-RUGKN,Male,0,Non-Senior,No,No,8,7-12 Months,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,Medium Charge,438.05,No,0,0.0,0.0
0404-AHASP,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,Low Charge,1421.9,No,0,0.0,0.0
7279-NMVJC,Female,0,Non-Senior,No,No,17,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,Low Charge,323.15,No,0,0.0,0.0
2081-VEYEH,Male,0,Non-Senior,No,No,3,0-6 Months,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.95,High Charge,318.6,No,0,0.0,0.0
6407-UTSLV,Female,1,Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,High Charge,163.7,No,0,0.0,0.0
4116-TZAQJ,Female,0,Non-Senior,No,No,9,7-12 Months,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,High Charge,639.65,Yes,1,74.25,891.0
9060-HJJRW,Female,0,Non-Senior,No,No,51,49+ Months,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,Medium Charge,2928.5,No,0,0.0,0.0
2587-YNLES,Female,0,Non-Senior,Yes,Yes,6,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,Low Charge,100.35,No,0,0.0,0.0
7398-SKNQZ,Female,0,Non-Senior,Yes,No,3,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,High Charge,273.2,No,0,0.0,0.0
5935-FCCNB,Female,1,Senior,No,No,17,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,High Charge,1608.15,No,0,0.0,0.0
1958-RNRKS,Male,0,Non-Senior,Yes,No,30,25-48 Months,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,Medium Charge,1441.95,No,0,0.0,0.0
5136-RGMZO,Male,0,Non-Senior,No,No,31,25-48 Months,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,High Charge,2168.15,No,0,0.0,0.0
8345-MVDYC,Female,0,Non-Senior,No,No,45,25-48 Months,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,High Charge,3618.7,No,0,0.0,0.0
8226-BXGES,Male,0,Non-Senior,Yes,No,64,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,High Charge,5692.65,No,0,0.0,0.0
3877-JRJIP,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,Medium Charge,59.85,Yes,1,59.85,718.2
8375-DKEBR,Female,1,Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,Medium Charge,69.6,Yes,1,69.6,835.1999999999999
9705-IOVQQ,Male,1,Senior,Yes,Yes,61,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.0,High Charge,5969.3,No,0,0.0,0.0
1015-OWJKI,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,Low Charge,19.05,No,0,0.0,0.0
7511-YMXVQ,Male,0,Non-Senior,No,No,9,7-12 Months,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.4,Medium Charge,418.8,Yes,1,45.4,544.8
2040-XBAVJ,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.45,High Charge,8100.55,No,0,0.0,0.0
7551-JOHTI,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,Low Charge,19.5,Yes,1,19.5,234.0
8887-IPQNC,Female,0,Non-Senior,Yes,No,7,7-12 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.25,Medium Charge,313.45,No,0,0.0,0.0
8646-JCOMS,Female,0,Non-Senior,Yes,No,66,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,High Charge,6130.95,No,0,0.0,0.0
9804-ICWBG,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,Medium Charge,69.9,Yes,1,69.9,838.8000000000001
1222-KJNZD,Male,0,Non-Senior,Yes,Yes,40,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.4,Low Charge,745.3,No,0,0.0,0.0
0106-GHRQR,Male,0,Non-Senior,No,No,16,13-24 Months,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,High Charge,1212.1,No,0,0.0,0.0
5318-IXUZF,Female,0,Non-Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,High Charge,183.75,Yes,1,87.15,1045.8000000000002
3768-VHXQO,Male,0,Non-Senior,Yes,No,67,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,Low Charge,1583.5,No,0,0.0,0.0
8952-WCVCD,Female,0,Non-Senior,Yes,No,41,25-48 Months,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,High Charge,4162.05,No,0,0.0,0.0
2418-TPEUN,Female,0,Non-Senior,Yes,Yes,56,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,Low Charge,1119.9,No,0,0.0,0.0
3963-RYFNS,Female,0,Non-Senior,No,No,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.45,High Charge,8013.55,No,0,0.0,0.0
3198-VELRD,Female,0,Non-Senior,Yes,Yes,3,0-6 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,High Charge,264.85,Yes,1,84.75,1017.0
8540-ZQGEA,Female,0,Non-Senior,Yes,No,54,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,Low Charge,1102.4,No,0,0.0,0.0
1320-REHCS,Male,1,Senior,No,No,52,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,High Charge,5832.0,No,0,0.0,0.0
4137-JOPHL,Female,0,Non-Senior,No,No,50,49+ Months,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,High Charge,4304.5,No,0,0.0,0.0
9436-ZBZCT,Male,0,Non-Senior,No,No,14,13-24 Months,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,High Charge,1178.4,Yes,1,89.95,1079.4
7801-CEDNV,Male,0,Non-Senior,Yes,No,27,25-48 Months,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),48.7,Medium Charge,1421.75,No,0,0.0,0.0
2057-BOYKM,Female,1,Senior,Yes,No,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.6,High Charge,6827.5,No,0,0.0,0.0
3658-QQJYD,Male,0,Non-Senior,No,No,62,49+ Months,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.3,High Charge,4698.05,No,0,0.0,0.0
1803-BGNBD,Female,0,Non-Senior,No,No,12,7-12 Months,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.3,Medium Charge,654.5,No,0,0.0,0.0
0134-XWXCE,Female,1,Senior,No,No,44,25-48 Months,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.85,High Charge,3268.05,No,0,0.0,0.0
6950-TWMYB,Male,0,Non-Senior,Yes,Yes,54,49+ Months,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,High Charge,4362.05,No,0,0.0,0.0
5848-FHRFC,Female,0,Non-Senior,No,No,68,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,Low Charge,1386.9,No,0,0.0,0.0
2243-FNMMI,Male,0,Non-Senior,No,No,20,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,Low Charge,415.4,No,0,0.0,0.0
